#OTU ID	82S3MNBY.518050	C0241.T.518067	OTGGZN5Y.518063	OTGGZAZO.518108	C0240.N.518020	QFHRSNIH.518116	C0195.N.518110	5TA9VAT9.518088	5TA9VN6K.518161	C0374.N.518099	C0241.N.518043	UZ65XN27.518028	C0195.T.517986	82S3MAZ4.518145	59S9WAIH.518013	C0252.N.518016	C0275.T.518032	C0378.N.518158	C10.S.517995	C0371.N.518009	C0398.N.518152	C0344.N.518103	C0285.N.518084	C0294.N.517987	C0395.T.518075	GQ6LSNI6.518106	C0325.T.518083	C0315.N.518021	C0270.T.518163	C0366.N.518094	C0258.T.517997	C0349.N.517989	6G2KBNS6.518045	C0134.N.518072	JIDZEAPD.518149	C0399.N.518011	C0395.N.518054	LRQ9WN6C.518048	C0154.N.518002	C0349.T.518111	C0206.N.518065	C0355.T.518157	R8J9ZAGC.518059	TV28INUO.518004	C0225.N.518047	59S9WNC6.518055	C4.S.518169	UEL2GN92.518058	6G2KBASQ.517999	C0311.T.518131	G2OD5N55.518146	C0341.N.518101	C0394.N.518031	5EKFOAO4.518164	UEL2GAPI.518173	C0306.T.518122	KIXFRARY.518160	UZ65XAS5.518119	R8J9ZNOW.518040	C0371.T.518139	C0399.T.518153	C0285.T.518044	C0282.N.518138	C0335.N.518107	C0271.N.518022	C0269.N.518130	C0374.T.518127	C4.T.518118	C0268.N.518089	C0258.N.518014	C0230.N.517992	C0366.T.518172	KIXFRNL2.518129	C0322.N.518165	C0388.N.518136	C0230.T.518144	C0134.T.517988	C0186.N.518143	XZ33PA3O.518135	C0225.T.518033	5EKFONB3.518125	C0159.N.518042	HZIMMNL5.518062	C0362.N.518069	C0095.N.518123	MQETMNL4.518037	C0211.T.518096	GQ6LSABJ.518010	C0344.T.518029	C0341.T.518113	HZIMMAM6.518095	C0095.T.518141	C0198.N.518081	C0149.T.518132	C0294.T.518134	C0362.T.518026	JIDZEN4J.518073	C0318.T.518140	LRQ9WAHA.518036	C0149.N.518039	C0332.T.518017	C0308.N.518154	G2OD5ABL.518057	C0355.N.518077	C0388.T.518015	C0133.N.518051	C0318.N.518105	C0269.T.518150	C0198.T.518166	C0212.T.518155	C0325.N.518109	MQETMAZC.518171	C0342.N.518068	C0245.T.518151	32I9UNA9.518098	TV28IANZ.518070	C0378.T.518104	38U4VNBW.518090	A8A34NCW.518023	C0330.N.518148	41E1KAMA.517991	O436FAO8.518097	32I9UAPQ.518112	C0159.T.518087	G3UBQNDP.518121	C0256.N.518170	C0212.N.518167	C6.S.518082	MQE9OAS7.518008	A8A34AP9.518086	C0268.T.518114	C0209.T.518128	C0240.T.518052	C0330.T.518035	G3UBQAJU.518060	C0306.N.518003	QFHRSAG2.518005	UTWNWANU.518168	XBS5MA8H.517990	38U4VAHB.518100	BFJMKAKB.518159	C0209.N.517984	MQE9ONGV.518038	C0333.N.518126	YOTV6NC8.518156	C0271.T.518078	C0133.T.518133	C0334.N.518066	C0206.T.518053	C1.T.518120	C0211.N.518117	XZ33PN7O.518030	C0334.T.518147	C0342.T.518093	C0333.T.518046	C10.T.518056	YOTV6ASH.518142	C0252.T.518006	C0282.T.518000	I7ROLN9P.518079	C0394.T.518064	C0112.T.518024	C0186.T.518019	C0270.N.518041	C0311.N.518124	C0322.T.518018	C0335.T.518115	C0256.T.518080	C0275.N.518076	41E1KNBP.517985	XBS5MNEH.518074	C0112.N.518001	UTWNWN3P.518012	8XBKGN9F.518085	C0154.T.518091	C0308.T.518162	C0332.N.518027	C6.T.518061	C0235.T.518049	C1.S.518137	C0235.N.517993	C0245.N.518071	C0315.T.518034	BFJMKNMP.518102	8XBKGABK.517998	C0314.T.518025	O436FNP3.518007	C0398.T.518092	C3.S.517996	C3.T.517994
NR_024874.1_Aquabacterium_parvum_strain_B6_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	2
NR_024899.1_Mannheimia_granulomatis_strain_ATCC_49244_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025651.1_{Clostridium}_lactatifermentans_strain_G17_16S_ribosomal_RNA_gene__partial_sequence	10	30	19	6	14	14	100	31	316	129	160	1	16	6	0	26	53	50	100	148	466	41	223	32	125	171	6	14	20	75	13	20	119	38	2	58	15	218	86	159	11	0	35	43	112	0	92	4	68	36	1	13	0	73	3	7	33	0	22	68	17	67	3	130	0	41	19	17	9	13	7	108	51	19	18	21	187	20	0	22	106	53	65	4	3	10	29	157	11	0	105	7	20	22	80	0	3	5	26	12	3	25	0	1	41	31	18	18	5	7	9	1	24	5	2	56	9	57	54	17	11	21	5	26	29	11	48	31	75	58	20	9	46	10	26	69	9	0	0	97	0	30	15	19	81	4	25	27	3	0	59	0	60	3	2	22	22	10	0	0	1	17	39	46	53	12	51	2	156	28	0	13	0	0	10	21	6	7	1	7	14	0	2	0	3	0	1	1	0	0
NR_025206.1_Hespellia_porcina_strain_PC80_16S_ribosomal_RNA_gene__partial_sequence	15	0	0	0	0	0	0	0	0	2	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	12	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025025.1_Papillibacter_cinnamivorans_strain_CIN1_16S_ribosomal_RNA_gene__partial_sequence	1	0	6	0	0	3	0	54	131	30	0	20	0	3	0	7	3	4	0	0	2	0	1	0	0	38	0	0	0	0	2	0	1	4	62	0	0	22	0	1	5	0	0	0	0	0	2	32	2	0	0	1	0	14	41	0	1	2	2	0	1	0	8	2	71	1	2	0	1	3	12	1	8	2	4	3	0	0	0	0	13	0	16	4	0	0	3	20	0	0	7	1	0	0	0	0	36	0	1	5	0	13	0	0	1	0	0	0	0	0	0	0	126	0	0	0	1	28	34	4	0	0	0	0	0	2	6	3	1	30	0	0	0	0	0	9	0	0	0	26	0	0	3	21	6	11	0	8	0	0	12	0	1	3	4	0	0	0	1	0	0	0	0	1	0	0	3	0	26	0	0	0	0	0	0	4	3	0	0	0	0	1	0	0	1	0	0	0	0	0
NR_024996.1_Raoultella_planticola_strain_ATCC_33531_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024952.1_Slackia_exigua_strain_ATCC_700122_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	7	0	7	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
NR_024945.1_Clostridium_gasigenes_strain_DSM_12272_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024994.1_Lactobacillus_mucosae_strain_S32_16S_ribosomal_RNA_gene__complete_sequence	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_024978.1_Mycoplasma_equirhinis_strain_M432_72_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025148.1_Streptococcus_iniae_strain_ATCC_29178_16S_ribosomal_RNA_gene__partial_sequence	1	1	2	34	0	66	0	4	3	0	0	0	0	0	11	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	70	0	0	8	0	0	0	17	0	0	0	15	0	15	0	0	18	0	1	0	1	0	0	0	17	0	0	0	1	2	1	0	0	0	1	0	2	0	0	0	0	23	0	0	0	0	0	0	0	0	0	2	0	15	0	1	0	0	4	0	0	0	0	15	1	0	17	0	16	0	0	0	0	0	0	2	0	3	1	6	0	0	0	21	0	1	0	0	1	0	0	2	74	0	0	39	0	0	26	0	0	0	30	0	42	13	0	0	0	0	0	0	2	0	0	0	0	0	0	1	5	0	4	0	0	0	0	155	1	10	0	1	0	4	2	0	0	1	0	28	1	0	0	0	0	36	0	0	0	0	0	0	1	0	3	2	1	0
NR_025052.1_Porphyromonas_gulae_strain_Loup-1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	4	0	0	0	59	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	1	0	66	0	0	1	0	9	0	0	0	0	0	0	0	1	0	167	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	132	0	0	0
NR_025041.1_Tepidimonas_ignava_strain_SPS-1037_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NR_025046.1_Veillonella_criceti_strain_ATCC_17747_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025080.1_Comamonas_denitrificans_strain_123_16S_ribosomal_RNA_gene__partial_sequence	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	3	3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	12	0	0	2	0	0	0	0	1	0	2	0	0	0	0	3	7	0	23	0	0	0	0	0	0	0	0	0	0
NR_025131.1_Treponema_parvum_ATCC_700770_strain_OMZ_833_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025167.1_Laribacter_hongkongensis_strain_HKU1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025151.1_Sporanaerobacter_acetigenes_strain_Lup33_16S_ribosomal_RNA_gene__complete_sequence	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025207.1_Hespellia_stercorisuis_strain_PC18_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025533.1_Cetobacterium_somerae_strain_WAL_14325_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025524.1_Pseudobutyrivibrio_xylanivorans_strain_Mz_5_16S_ribosomal_RNA_gene__partial_sequence	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	24	0	0	1	0	0	0	0	0	0	0	0	1	11	1	0	0	0	0	0	1	1	4	1	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025297.1_Anaerosinus_glycerini_strain_DSM_5192_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025289.1_{Eubacterium}_sulci_strain_ATCC_35585_16S_ribosomal_RNA_gene__partial_sequence	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	70	0	31	21	0	0	0	0	0	0	0	74	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0
NR_025226.1_Pseudomonas_jinjuensis_strain_Pss_26_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	1	0	34	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	28	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	69	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	1	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	829	0	0	0	0
NR_025230.1_Megasphaera_micronuciformis_strain_AIP_412.00_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
NR_025295.1_Aeromonas_salmonicida_subsp._smithia_strain_AS20_1_1_16S_ribosomal_RNA_gene__partial_sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_025521.1_Actinomyces_cardiffensis_strain_CCUG_44997_16S_ribosomal_RNA_gene__partial_sequence	0	0	1	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
